fc_subsidy_id,ref_bbl,ref_address,agency_name,subsidy_name,sub_subsidy_name,project_name,start_date,end_date,tenure,preservation,program,reac_score,reac_date,tot_bbls,tot_buildings,tot_units,city_id,city_name,boro_id,boro_name,cd_id,cd_name,sba_id,sba_name,ccd_id,ccd_name,tract_10,data_dof,data_hcrlihtc,data_hpd,data_hudcon,data_hudfin,data_hudlihtc,data_ml,data_nycha,sub_fin,sub_prog,sub_tax,sub_zone,prog_202_8,start_202_8,end_202_8,prog_221d,start_221d,end_221d,prog_223,start_223,end_223,prog_420c,start_420c,end_420c,prog_421a,start_421a,end_421a,prog_421a_aff,start_421a_aff,end_421a_aff,prog_8a,start_8a,end_8a,prog_hpd_oth,start_hpd_oth,end_hpd_oth,prog_hud_fin_oth,start_hud_fin_oth,end_hud_fin_oth,prog_hud_proj_oth,start_hud_proj_oth,end_hud_proj_oth,prog_inclus_hous,start_inclus_hous,end_inclus_hous,prog_j51,start_j51,end_j51,prog_lamp,start_lamp,end_lamp,prog_lihtc4,start_lihtc4,end_lihtc4,prog_lihtc9,start_lihtc9,end_lihtc9,prog_lmsa,start_lmsa,end_lmsa,prog_mfp,start_mfp,end_mfp,prog_ml,start_ml,end_ml,prog_nep,start_nep,end_nep,prog_nrp,start_nrp,end_nrp,prog_nycha_mix,start_nycha_mix,end_nycha_mix,prog_nycha_ph,start_nycha_ph,end_nycha_ph,prog_plp,start_plp,end_plp,prog_prac_202,start_prac_202,end_prac_202,prog_proj8,start_proj8,end_proj8,prog_rad,start_rad,end_rad,prog_tpt,start_tpt,end_tpt,prog_year15,start_year15,end_year15
01000000000015,1003450058,133 Pitt Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,THE LEE,20100101,20401231,Rental,,FALSE,,,1,1,263,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002201,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20100101,20401231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000016,1003467501,145 Clinton Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,ESSEX CROSSING - SITE 5,20170101,20471231,Rental,,FALSE,,,1,1,211,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001402,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20170101,20471231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000017,1003477501,175 Delancey Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,ESSEX CROSSING SITE 6,20170101,20471231,Rental,,FALSE,,,1,1,100,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001402,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20170101,20471231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000018,1003480013,147 Rivington Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,EL CARIBE PHASE I,19980101,20281231,Rental,Preservation,FALSE,,,3,3,32,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001402,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19980101,20281231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000019,1003527501,125 Delancey Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,ESSEX CROSSING SITE 2,20180101,20481231,Rental,,FALSE,,,1,1,195,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001800,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20180101,20481231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000020,1003530052,108 Norfolk Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,AAFE HOUSING,19990101,20291231,Rental,,FALSE,,,1,1,48,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001402,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19990101,20291231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000021,1003540026,141 Norfolk Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,NORFOLK APTS II,20030101,20331231,Rental,,FALSE,,,3,3,52,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061003001,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20030101,20331231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000022,1003730051,299 East 3 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,CAROL L WATSON HOUSE/BITMAN RIVAS HOUSE,20050101,20351231,Rental,,FALSE,,,2,2,60,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20050101,20351231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000023,1003740025,734 East 5 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,ISLA NENA APTS,20050101,20351231,Rental,,FALSE,,,1,2,48,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20050101,20351231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000024,1003777503,101 Avenue D,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,101 AVENUE D APARTMENTS,20120101,20421231,Rental,,FALSE,,,1,1,78,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002602,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20120101,20421231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000025,1003820001,188 Avenue C,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,HAVEN PLAZA,20120101,20421231,Rental,Preservation,FALSE,,,1,6,371,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002800,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20120101,20421231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000026,1003820022,733 East 12th Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,HAVEN PLAZA SQUARE LLC,20120101,20421231,Rental,Preservation,FALSE,,,1,3,0,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002800,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20120101,20421231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000027,1003860011,250 East 4 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 4%,LOISAIDA FAMILY HOUSE,,,Rental,Preservation,FALSE,,,1,3,34,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000029,1003860056,229 East 3 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,DIVERSITY HOUSES,20060101,20361231,Rental,,FALSE,,,3,3,46,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20060101,20361231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000030,1003870124,630 East 6 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,LESC HOUSE HDFC,20010101,20311231,Rental,Preservation,FALSE,,,1,1,40,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20010101,20311231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000031,1003870140,77 Avenue C,NYS Division of Housing and Community Renewal,Financing,LIHTC 4%,UNITY HOUSE,,,Rental,Preservation,FALSE,,,1,1,16,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000032,1003907502,338 East 8 Street,NYS Housing Finance Agency,Financing,LIHTC 4%,GETHSEMANE GARDENS,20020101,20321231,Rental,,FALSE,,,1,2,70,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061002602,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20020101,20321231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000033,1003970026,189 East 2 Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,PERMANENCE HOUSES,20110101,20411231,Rental,Preservation,FALSE,,,3,3,30,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003002,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20110101,20411231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000035,1004010046,535 East 5 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,UNITED MUTUAL HOUSES,19990101,20291231,Rental,,FALSE,,,1,1,30,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003200,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19990101,20291231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000036,1004050045,535 East 11 Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,GARDEN HOUSE,20140101,20441231,Rental,,FALSE,,,1,1,40,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003400,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20140101,20441231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000037,1004150012,176 Eldridge Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 4%,ELDRIDGE STREET,,,Rental,Preservation,FALSE,,,1,2,56,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061001800,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000038,1004160025,161 Allen Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,EL CARIBE PHASE II,20000101,20301231,Rental,Preservation,FALSE,,,1,1,13,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061003601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20000101,20301231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000039,1004277504,95 East Houston Street,NYS Housing Finance Agency,Financing,LIHTC 4%,AVALON CHRYSTIE PLACE I,20050101,20351231,Rental,,FALSE,,,1,1,361,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,1,City Council District 1,36061003601,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20050101,20351231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000040,1004380013,410 East 11 Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,FABRIA HOUSES,20090101,20391231,Rental,,FALSE,,,5,5,82,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003400,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20090101,20391231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000041,1004400034,203 Avenue A,NYC Department of Housing Preservation and Development,Financing,LIHTC 9%,PERMANENCE HOUSES HDFC,20100101,20401231,Rental,Preservation,FALSE,,,3,3,30,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003400,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20100101,20401231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000042,1004570128,29 East 2 Street,NYC Department of Housing Preservation and Development,Financing,LIHTC 4%,COOPER SQUARE SUPPORTIVE HOUSING,20070101,20371231,Rental,New Construction,FALSE,,,1,1,54,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003602,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20070101,20371231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000043,1004620035,223 East 6 Street,NYS Housing Finance Agency,Financing,LIHTC 4%,FILMORE APTS,19970101,20271231,Rental,,FALSE,,,1,1,86,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061003800,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19970101,20271231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000044,1005590055,113 East 13 Street,NYS Division of Housing and Community Renewal,Financing,LIHTC 9%,HELP 14TH STREET,19950101,20251231,Rental,,FALSE,,,1,1,96,1,New York City,1,Manhattan,103,MN 03 - Lower East Side/Chinatown,3809,Lower East Side/Chinatown,2,City Council District 2,36061004200,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19950101,20251231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000045,1005640034,826 Broadway,NYC Housing Development Corporation,Financing,LIHTC 4%,BEC CONTINUUM OWNER LLC,20200101,20501231,Rental,Preservation,FALSE,,,1,1,0,1,New York City,1,Manhattan,102,MN 02 - Greenwich Village/Soho,3810,Greenwich Village/Financial District,2,City Council District 2,36061006100,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,20200101,20501231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
01000000000046,1005650021,842 Broadway,NYS Housing Finance Agency,Financing,LIHTC 4%,UNION SQUARE SOUTH,19980101,20281231,Rental,,FALSE,,,1,2,0,1,New York City,1,Manhattan,102,MN 02 - Greenwich Village/Soho,3810,Greenwich Village/Financial District,2,City Council District 2,36061006100,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,19980101,20281231,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
